"placette";"periode";"massif";"xLamb2";"yLamb2";"annee";"alt";"VIpH";"VICN";"Abies_alba";"Carpinus_betulus";"Larix_decidua";"Quercus_robur";"Vaccinium_myrtillus";"mt1";"mt7";"mt13";"bh7"
"33C108";"old";"jura";840920;2108626;1935;680;5.980778894;13.59045226;0;1;0;0;0;0.45;17.8;9;-52.01631
"33C109";"old";"jura";849749;2110984;1935;590;6.264215816;13.08436921;0;1;0;1;0;-0.6;16.25;7.7;-35.49456
"33C110";"old";"jura";855550;2100322;1935;530;6.299759668;11.83234354;0;1;0;1;0;0.2;17.95;8.95;-49.05174
"33C111";"old";"jura";843238;2120510;1935;650;6.133298069;15.35510888;0;1;0;0;0;0.05;16.95;8.35;-39.05643
"33C112";"old";"jura";857636;2104304;1935;550;6.095477387;10.66065622;0;1;0;1;0;0.4;18.4;9.3;-46.62332
"33C113";"old";"jura";839098;2109555;1935;575;5.512311558;18.52428811;0;0;0;1;0;0.5;17.85;9;-56.41383
"33C114";"old";"jura";841374;2110869;1935;600;5.126014689;20.52303183;0;1;0;1;0;0.35;17.65;8.85;-48.37672
"33C76";"old";"alpes";874743;2091922;1935;325;7.586033616;19.38603733;0;0;0;0;0;0.9;19.5;10.15;-64.61819
"33C77";"old";"jura";836050;2102095;1935;280;7.505025126;18.69069485;0;0;0;0;0;1.2;19;9.9;-66.76743
"33C80";"old";"jura";835573;2110419;1935;210;7.51239531;21.18927973;0;0;0;0;0;1;18.6;9.6;-64.70421
"33C82";"old";"jura";848824;2137311;1935;640;7.634638711;22.7275664;0;0;0;0;0;0.55;17.7;8.9;-47.53499
"33C89";"old";"jura";840047;2107145;1935;530;6.679334171;13.11327471;0;1;0;0;0;0.5;17.95;9.05;-46.26484
"33C90";"old";"jura";841062;2122648;1935;430;6.445160586;11.87590125;0;1;0;0;0;0.8;18.1;9.4;-50.09863
"33C91";"old";"jura";841504;2109539;1935;625;6.413316583;11.9068258;0;0;0;1;0;0.35;17.7;8.9;-43.35008
"33C92";"old";"jura";837832;2112175;1935;540;6.103015075;10.95118449;0;1;0;0;0;0.5;17.75;9;-51.04269
"33C93";"old";"jura";847809;2101449;1935;525;6.170653266;11.17755444;0;1;0;1;0;-0.1;17;8.3;-38.01992
"33C94";"old";"jura";846823;2108529;1935;480;6.25798995;10.14613065;0;1;0;0;0;-0.25;16.85;8.15;-54.68124
"33C95";"old";"jura";843245;2128074;1935;570;6.583015075;10.66472362;0;0;0;0;0;0.3;17.15;8.6;-43.94599
"33C96";"old";"jura";842536;2110915;1935;310;6.455879397;12.8791876;0;1;0;0;0;0.15;17.35;8.6;-47.74429
"33C98";"old";"jura";838682;2106313;1935;325;6.741970723;9.771466026;0;0;0;1;0;0.5;17.85;9;-44.34095
"33C99";"old";"jura";847005;2107869;1935;350;6.86422855;9.043760469;0;0;0;0;0;-0.2;16.85;8.2;-36.16108
"33D25";"old";"massif central";676864;2067996;1943;600;5.143495254;21.36934673;0;1;0;0;0;1.7;17.85;9.35;-72.32227
"34C125";"old";"corse";1172559;1754625;1977;550;6.123115578;16.84709261;0;0;0;0;0;6.8;21.65;13;-124.1933
"34C126";"old";"corse";1182451;1742092;1977;450;5.90201005;14.13065327;0;0;0;0;0;6.65;21.55;13;-134.5496
"34C127";"old";"corse";1173948;1750164;1977;450;6.049413735;14.34673367;0;0;0;0;0;6.1;21.55;12;-140.3968
"34C69";"old";"corse";1172748;1672432;1977;1750;5.287828029;17.08375209;1;0;0;0;1;2.85;19.55;10;-124.5404
"34C70";"old";"corse";1174233;1670772;1977;1600;5.034170854;16.78535535;1;0;0;0;1;4.05;20.25;11;-128.3702
"34C71";"old";"corse";1174243;1672564;1977;1700;5.40221943;16.50753769;1;0;0;0;1;3;19.6;10;-131.8816
"34D1";"old";"corse";1169372;1730749;1977;1210;5.355388051;17.49190396;0;0;0;0;0;3.9;21.2;12;-118.7923
"34D10";"old";"corse";1171000;1729216;1977;1580;6.17839196;13.07726131;0;0;0;0;0;3.45;20.95;11;-120.4171
"34D100";"old";"corse";1172895;1660248;1977;1000;6.598492462;20.67788945;0;0;0;0;0;5.6;21.8;12;-140.2402
"34D101";"old";"corse";1162377;1708108;1977;950;6.819095477;23.66219989;0;0;0;0;0;4.85;21.25;12;-118.0564
"34D102";"old";"corse";1156287;1696623;1977;770;7.216798277;19.46063652;0;0;0;0;0;5.55;21.8;12;-116.0321
"34D103";"old";"corse";1169393;1649423;1977;800;6.329480737;20.96805456;0;0;0;0;0;6.05;22.25;13;-143.972
"34D104";"old";"corse";1174763;1745652;1977;550;7.202630801;20.87236181;0;0;0;0;0;6.5;21.85;13;-123.8742
"34D105";"old";"corse";1169868;1663229;1977;750;6.035175879;20.28894472;0;0;0;0;0;6.3;22;13;-138.2478
"34D106";"old";"corse";1156278;1696734;1977;700;6.345756561;16.66006503;0;0;0;0;0;5.55;21.8;12;-116.0321
"34D107";"old";"corse";1174241;1734758;1977;680;6.567629816;19.06963388;0;0;0;0;0;3.75;20.9;11;-119.6331
"34D108";"old";"corse";1154647;1686529;1977;700;6.425819574;22.66582915;0;0;0;0;0;5.2;20.5;12;-129.3743
"34D11";"old";"corse";1169072;1730388;1977;1320;5.554558507;17.55707107;0;0;0;0;0;3.9;21.15;12;-118.7923
"34D13";"old";"corse";1163544;1703288;1977;1200;5.83397758;13.71511403;0;0;0;0;0;3.85;20.4;11;-106.1571
"34D15";"old";"corse";1161684;1704581;1977;1450;6.153517588;13.24232272;0;0;0;0;0;3.8;20.65;11;-125.4189
"34D16";"old";"corse";1166554;1693595;1977;1400;5.97429455;20.08117511;1;0;0;0;0;2.85;19;10;-106.9099
"34D17";"old";"corse";1166563;1693484;1977;1350;5.501256281;18.72236181;1;0;0;0;0;2.75;18.9;10;-106.9099
"34D18";"old";"corse";1166300;1676345;1977;1500;5.881281407;14.31072027;0;0;0;0;0;3.35;19.7;10;-115.9802
"34D19";"old";"corse";1168510;1674971;1977;1560;5.61948632;18.50628141;0;0;0;0;0;2.15;19;9;-114.3553
"34D20";"old";"corse";1175955;1736924;1977;1450;5.857788945;11.53768844;0;0;0;0;0;3.45;20.45;11;-110.384
"34D21";"old";"corse";1175814;1737582;1977;1350;6.077051926;15.42713568;0;0;0;0;0;3.75;20.6;11;-108.0108
"34D24";"old";"corse";1161684;1704581;1977;1400;5.353194544;15.55678392;0;0;0;0;0;3.8;20.65;11;-125.4189
"34D25";"old";"corse";1165071;1645020;1977;1220;5.430186648;14.83291457;1;0;0;0;0;5;21.7;12;-123.6676
"34D26";"old";"corse";1164294;1644281;1977;1270;6.390284757;15.80036546;1;0;0;0;0;4.9;21.65;12;-137.3186
"34D27";"old";"corse";1163582;1643772;1977;1250;5.684852836;13.58214148;1;0;0;0;0;4.9;21.65;12;-135.9312
"34D28";"old";"corse";1163832;1643794;1977;1250;5.856604451;19.94820255;1;0;0;0;0;4.9;21.65;12;-135.9312
"34D29";"old";"corse";1174115;1666398;1977;1320;6.575956707;15.37727097;1;0;0;0;0;5.05;21.15;12;-131.1557
"34D31";"old";"corse";1140835;1720029;1977;1250;5.268844221;21.72948074;1;0;0;0;0;-0.55;19.25;8;-123.3968
"34D32";"old";"corse";1167031;1693860;1977;1320;5.492964824;19.25175879;1;0;0;0;0;2.85;19;10;-109.6106
"34D33";"old";"corse";1145824;1721900;1977;1050;5.787852305;16.52632729;0;0;0;0;0;0.9;19.7;9;-114.6583
"34D34";"old";"corse";1156690;1718129;1977;1100;6.027638191;18.13894472;0;0;0;0;0;2.1;19.9;10;-110.5847
"34D36";"old";"corse";1146583;1711902;1977;1300;6.502153625;22.55778894;0;0;0;0;0;0.25;19.85;9;-137.9033
"34D37";"old";"corse";1138036;1707722;1977;1000;5.4194933;14.18467337;1;0;0;0;0;4.95;21.6;12;-126.6639
"34D38";"old";"corse";1163544;1703288;1977;1200;5.685156552;20.36374179;0;0;0;0;0;3.85;20.4;11;-106.1571
"34D39";"old";"corse";1139286;1739573;1977;1100;5.969131371;22.60765365;0;0;0;0;0;3.95;20.55;11;-121.3853
"34D4";"old";"corse";1163048;1703245;1977;970;5.786432161;23.87227806;0;0;0;0;0;3.85;20.45;11;-106.1571
"34D40";"old";"corse";1140226;1740210;1977;1200;5.708542714;24.43768844;0;0;0;0;0;2.9;19.9;10;-125.1857
"34D41";"old";"corse";1145106;1718598;1977;1350;4.381909548;21.69346734;0;0;0;0;0;-1.1;19;8;-101.6193
"34D42";"old";"corse";1144453;1720443;1977;1100;4.920854271;18.35965542;0;0;0;0;0;-0.15;19.4;9;-109.268
"34D43";"old";"corse";1140835;1720029;1977;1300;5.172361809;16.63718593;1;0;0;0;0;-0.55;19.25;8;-123.3968
"34D48";"old";"corse";1145106;1718598;1977;1200;5.503559464;23.02596315;0;0;0;0;0;-1.1;19;8;-101.6193
"34D49";"old";"corse";1147666;1711882;1977;1400;6.064768286;25.66934673;0;0;0;0;0;0.15;19.8;9;-136.0362
"34D51";"old";"corse";1156097;1717295;1977;1330;6.261306533;19.33098827;0;0;0;0;0;0.9;19.35;9;-90.85899
"34D53";"old";"corse";1166378;1693691;1977;1400;5.644053601;28.0678392;0;0;0;0;0;2.15;18.65;9;-106.9099
"34D54";"old";"corse";1146739;1712027;1977;1350;5.031407035;18.50027917;0;0;0;0;1;0.25;19.85;9;-129.6971
"34D55";"old";"corse";1166569;1694379;1977;1450;5.16367552;25.42085427;0;0;0;0;0;2.85;19;10;-113.2486
"34D56";"old";"corse";1146311;1734797;1977;1250;5.990452261;18.06331658;0;0;0;0;0;1.4;19.25;9;-92.56245
"34D57";"old";"corse";1140520;1723803;1977;1500;5.843662758;20.07286432;0;0;0;0;0;-1.1;18.7;8;-126.3306
"34D58";"old";"corse";1140372;1740446;1977;1350;5.373813512;20.85075377;0;0;0;0;0;2.9;19.9;10;-125.1857
"34D59";"old";"corse";1140372;1740446;1977;1300;4.704355109;24.44849246;0;0;0;0;0;2.9;19.9;10;-125.1857
"34D61";"old";"corse";1172855;1671211;1977;1700;4.969221106;26.87939698;0;0;0;0;0;3.5;19.9;10;-125.5996
"34D8";"old";"corse";1175843;1737249;1977;1400;5.957286432;11.77777778;0;0;0;0;0;3.45;20.45;11;-108.0108
"34D80";"old";"corse";1172579;1751607;1977;900;6.125879397;18.50628141;0;0;0;0;0;5.4;21.05;12;-130.0711
"34D81";"old";"corse";1174873;1750917;1977;980;5.970184255;15.14931802;0;0;0;0;0;5.75;21.25;12;-139.9858
"34D85";"old";"corse";1174472;1669003;1977;950;6.00519263;17.71141421;0;0;0;0;0;4.7;20.75;11;-123.9917
"34D86";"old";"corse";1170633;1687015;1977;950;6.592964824;22.31628732;0;0;0;0;0;3.65;19.5;10;-122.5718
"34D87";"old";"corse";1168332;1699007;1977;850;6.098548297;21.90954774;0;0;0;0;0;5.25;20.75;12;-120.9606
"34D89";"old";"corse";1172464;1652712;1977;920;5.899497487;21.3813512;0;0;0;0;0;5.4;21.8;12;-145.3441
"34D9";"old";"corse";1179167;1728823;1977;1420;6.345675747;12.61809045;0;0;0;0;0;2.9;20.05;10;-109.6042
"34D90";"old";"corse";1147823;1744315;1977;870;5.435231714;25.17776382;0;0;0;0;0;4.15;20.5;11;-114.8548
"34D91";"old";"corse";1162783;1705347;1977;1050;6.109296482;16.33776023;0;0;0;0;0;4.4;20.9;11;-118.0377
"34D92";"old";"corse";1162443;1705429;1977;1150;5.855370603;19.60018844;0;0;0;0;0;3.8;20.65;11;-118.0377
"34D93";"old";"corse";1173855;1652162;1977;680;6.863204913;23.23689878;0;0;0;0;0;6.7;22.55;13;-149.0365
"34D94";"old";"corse";1172192;1752244;1977;750;6.970686767;16.72361809;0;0;0;0;0;5.25;21.05;12;-118.1882
"34D96";"old";"corse";1165579;1642042;1977;900;6.27638191;24.71859296;0;0;0;0;0;5.7;22.1;13;-142.618
"34D97";"old";"corse";1159832;1721195;1977;650;6.735407808;19.26671821;0;0;0;0;0;4.2;20.8;11;-122.002
"34D98";"old";"corse";1168697;1697697;1977;800;6.656137832;21.26130653;0;0;0;0;0;5;20.5;11;-112.885
"34D99";"old";"corse";1165579;1642042;1977;900;6.265254846;27.9958124;0;0;0;0;0;5.7;22.1;13;-142.618
"3561";"old";"corse";1165578;1676953;1937;1240;5.02987158;19.22054718;0;0;0;0;0;3.8;19.85;10;-112.9032
"3562";"old";"corse";1170029;1675775;1937;1540;5.168062535;20.68509213;0;0;0;0;0;2.1;18.95;9;-109.6614
"3565";"old";"corse";1168545;1675533;1937;1510;5.373429648;20.66108319;0;0;0;0;0;2.35;19.05;9;-113.9146
"35A1";"old";"alpes";990074;1873376;1979;150;7.199803365;17.20126951;0;0;0;0;0;6.35;23.1;14.05;-133.8876
"35A100";"old";"alpes";950469;1878300;1979;1260;7.60736113;24.9549309;0;0;0;0;0;0.3;16.4;7.85;-92.60571
"35A101";"old";"alpes";950423;1868939;1979;1100;7.676612228;25.42085427;0;0;0;0;0;1.8;17.55;8.85;-99.48645
"35A103";"old";"alpes";941753;1878380;1979;1000;7.794458403;22.34846106;0;0;0;0;0;0.55;17;8.25;-95.38588
"35A104";"old";"alpes";829597;1949995;1979;640;7.850083752;24.04720029;0;0;0;0;0;1.8;19.15;9.85;-92.68451
"35A105";"old";"alpes";899012;1875100;1979;650;7.941708543;24.55653266;0;0;0;0;0;3.35;20.9;11.5;-119.3407
"35A106";"old";"alpes";911753;1901220;1979;1100;7.790907663;23.52614926;0;0;0;0;0;1.3;18.75;9.5;-106.4046
"35A107";"old";"alpes";838678;1964467;1979;900;7.882537688;28.31439248;0;0;0;0;0;1.2;19.35;9.65;-103.7584
"35A108";"old";"alpes";956109;1881290;1979;1230;7.283192277;18.10788317;0;0;0;0;0;0.9;17.2;8.75;-88.85406
"35A109";"old";"alpes";844817;1955803;1979;1150;7.587939698;31.55537688;0;0;0;0;0;0.95;18.55;9.15;-86.21211
"35A11";"old";"alpes";996160;1875538;1979;850;7.440536013;8.836683417;0;0;0;0;0;5.9;22.15;13.2;-139.0943
"35A110";"old";"alpes";938744;1871311;1979;960;7.756137832;21.4704166;0;0;0;0;0;1.65;17.9;9.15;-90.48169
"35A111";"old";"alpes";858100;1942426;1979;1200;7.53736769;22.93850203;1;0;0;0;0;0.9;18;9;-92.52498
"35A112";"old";"alpes";907266;1859568;1979;580;7.856321079;23.94205402;0;0;0;0;0;4.1;20.5;11.7;-123.5832
"35A114";"old";"alpes";836369;1962488;1979;500;7.683686289;18.85948976;0;0;0;0;0;1.85;20.05;10.4;-95.38052
"35A115";"old";"alpes";912254;1902470;1979;1150;7.482736262;23.84626838;0;0;0;0;0;1.2;18.65;9.4;-90.39951
"35A117";"old";"alpes";929445;1868480;1979;1000;7.791356784;27.06306533;0;0;0;0;0;2.4;18.65;9.85;-99.90068
"35A118";"old";"alpes";816024;1953405;1979;790;7.777840817;28.29935391;0;0;0;0;0;2.75;19.8;10.7;-110.3241
"35A119";"old";"alpes";943193;1865200;1979;960;7.509089565;23.05072236;0;0;0;0;0;2.6;18.8;10;-105.522
"35A12";"old";"alpes";995639;1886429;1979;1100;7.971419598;28.5;0;0;0;0;0;3.95;20.15;11.3;-113.2601
"35A122";"old";"alpes";839062;1964816;1979;1100;7.355661285;20.16032544;0;0;0;0;0;1.2;19.3;9.65;-97.63974
"35A123";"old";"alpes";893670;1898012;1979;700;7.895309883;19.2471285;0;0;0;0;0;3.3;21.1;11.6;-99.56638
"35A126";"old";"alpes";831049;1949492;1979;780;7.452937766;16.21943049;0;0;0;0;0;1.65;18.95;9.65;-85.9243
"35A127";"old";"alpes";941801;1877491;1979;1020;7.335247667;20.90306797;1;0;0;0;0;0.95;17.4;8.7;-91.40331
"35A129";"old";"alpes";949020;1891367;1979;810;7.765613783;19.1405174;0;0;0;0;0;0.8;18.35;9.45;-81.74431
"35A13";"old";"alpes";1005416;1873560;1979;240;7.869849246;14.75008375;0;0;0;0;0;7.95;22.95;14.65;-130.5454
"35A130";"old";"alpes";815621;1965074;1979;530;7.576423786;15.51168888;0;0;0;0;0;2.65;20.35;11.1;-114.2187
"35A135";"old";"alpes";995129;1884279;1979;680;7.590571907;19.37060302;0;0;0;0;0;4.55;20.95;12;-121.5699
"35A137";"old";"alpes";989173;1881457;1979;240;7.625942211;19.82591529;0;0;0;0;0;5.7;22.45;13.6;-123.1944
"35A139";"old";"alpes";950512;1861478;1979;740;7.780419957;22.22934673;1;0;0;0;0;4.95;20.7;12.15;-116.6647
"35A142";"old";"alpes";1010930;1889412;1979;660;7.438693467;22.16884422;0;0;0;0;0;5.95;22.4;13.65;-124.0923
"35A145";"old";"alpes";955648;1862210;1979;540;7.947236181;16.81622398;0;0;0;0;0;6.1;21.7;13.25;-128.7488
"35A146";"old";"alpes";952801;1862496;1979;650;8.012042973;18.55129816;0;0;0;0;0;5.3;21.15;12.5;-120.6708
"35A147";"old";"alpes";954892;1852584;1979;245;7.778643216;22.77386935;0;0;0;0;0;7.2;22.5;14.3;-129.3337
"35A148";"old";"alpes";949066;1859838;1979;670;8.081281407;17.67691398;0;0;0;0;0;4.65;20.45;11.75;-127.6756
"35A150";"old";"alpes";899289;1853840;1979;580;7.581797878;16.47152429;0;0;0;0;0;3.65;20.15;11.25;-120.3027
"35A151";"old";"alpes";897629;1875369;1979;600;8.113065327;24.11356784;0;0;0;0;0;3.35;20.9;11.5;-120.1044
"35A152";"old";"alpes";899464;1875790;1979;500;7.941708543;17.74099665;0;0;0;0;0;3.3;21.1;11.5;-119.3407
"35A153";"old";"alpes";954687;1863493;1979;710;7.603486181;18.72727273;0;0;0;0;0;5.55;21.35;12.75;-127.0264
"35A154";"old";"alpes";889315;1893134;1979;400;7.603486181;19.39515761;0;0;0;0;0;4.25;22.2;12.65;-112.1377
"35A159";"old";"alpes";895317;1840065;1979;260;7.773510409;17.75;0;0;0;0;0;5.1;21.85;12.85;-124.1815
"35A16";"old";"alpes";993982;1881978;1979;490;7.745191475;19.15195023;0;0;0;0;0;5.35;21.85;12.95;-127.8641
"35A161";"old";"alpes";905255;1861030;1979;540;7.546482412;13.41038526;0;0;0;0;0;4.05;20.5;11.7;-123.0825
"35A17";"old";"alpes";989528;1875683;1979;400;8.066516794;22.35714286;0;0;0;0;0;5.6;22.4;13.3;-124.7051
"35A18";"old";"alpes";1011178;1889317;1979;720;7.958752094;12.72613065;0;0;0;0;0;5.95;22.4;13.65;-126.9073
"35A19";"old";"alpes";1011178;1889317;1979;700;8.037520938;19.9;0;0;0;0;0;5.95;22.4;13.65;-126.9073
"35A2";"old";"alpes";990062;1882738;1979;300;7.91146911;19.13651591;0;0;0;0;0;5.7;22.35;13.55;-129.237
"35A21";"old";"alpes";1005936;1874263;1979;430;7.709547739;10.28172111;0;0;0;0;0;8;22.85;14.55;-135.9867
"35A24";"old";"alpes";894357;1839797;1979;260;7.796761586;21.52725164;0;0;0;0;0;5.05;21.85;12.85;-123.9296
"35A25";"old";"alpes";1005006;1886242;1979;800;7.989420788;19.10050251;0;0;0;0;0;4.25;20.9;11.9;-123.5511
"35A26";"old";"alpes";987881;1880152;1979;690;7.875069793;19.11400754;0;0;0;0;0;5.25;21.8;12.95;-112.8197
"35A27";"old";"alpes";1012720;1895326;1979;750;7.790619765;18.68105232;0;0;0;0;0;4.75;21.1;12.25;-105.1526
"35A32";"old";"alpes";962769;1866402;1979;820;7.822387801;21.52436094;0;0;0;0;0;5.35;20.65;12.2;-128.0368
"35A34";"old";"alpes";966089;1889994;1979;870;7.911536851;21.17899019;0;0;0;0;0;2.35;21;11.5;-117.1489
"35A35";"old";"alpes";951773;1893971;1979;600;7.755084949;20.70567121;0;0;0;0;0;1.7;19.8;10.7;-76.71309
"35A36";"old";"alpes";948952;1889692;1979;1000;7.740461567;19.22150754;0;0;0;0;0;0.55;17.9;9.05;-76.79233
"35A37";"old";"alpes";956805;1891802;1979;1000;7.878140704;23.72274416;0;0;0;0;0;2.1;20.25;11.1;-98.3537
"35A38";"old";"alpes";930050;1866172;1979;980;7.720603015;25.37883864;0;0;0;0;0;2.4;18.55;9.7;-105.8729
"35A40";"old";"alpes";982565;1889300;1979;1050;7.605341522;19.78475712;0;0;0;0;0;3.05;20.45;11.35;-122.2379
"35A41";"old";"alpes";956805;1891802;1979;1000;7.750083752;19.59668714;0;0;0;0;0;2.1;20.25;11.1;-98.3537
"35A42";"old";"alpes";1012712;1895437;1979;850;7.373115578;22.22798202;1;0;0;0;0;4.75;21.1;12.25;-105.1526
"35A43";"old";"alpes";987378;1880455;1979;670;7.933417085;20.54103853;0;0;0;0;0;4.8;21.35;12.5;-112.8197
"35A44";"old";"alpes";1008109;1885662;1979;1040;7.755084949;18.17615857;0;0;0;0;0;4.65;20.9;12;-111.0606
"35A45";"old";"alpes";962164;1864251;1979;675;7.646203993;21.05158144;0;0;0;0;0;5.9;21.25;12.85;-125.3676
"35A46";"old";"alpes";954536;1886326;1979;1090;7.915116121;20.90342337;0;0;0;0;0;0.55;17.6;8.8;-91.45514
"35A47";"old";"alpes";952874;1887236;1979;1140;7.275233309;17.6959799;0;0;0;0;0;0.3;17.35;8.55;-84.56633
"35A48";"old";"alpes";973748;1889886;1979;870;7.426058866;15.27407873;0;0;0;0;0;3.15;21.45;12.05;-119.1318
"35A49";"old";"alpes";962662;1889351;1979;845;7.189800353;14.75347325;0;0;0;0;0;2.15;20.25;11;-109.7474
"35A5";"old";"alpes";989038;1882340;1979;140;7.873994975;13.3841937;0;0;0;0;0;5.8;22.55;13.7;-130.5898
"35A51";"old";"alpes";976865;1890295;1979;1050;7.091946218;13.93309404;0;0;0;0;0;2.9;21;11.6;-120.3473
"35A52";"old";"alpes";953653;1886277;1979;1130;7.322305974;15.48289836;0;0;0;0;0;0.35;17.3;8.6;-86.33211
"35A54";"old";"alpes";984472;1877826;1979;1000;7.537428522;16.05937093;0;0;0;0;0;4.1;20.55;11.65;-123.9648
"35A55";"old";"alpes";1013004;1895902;1979;900;7.528241206;15.94769301;0;0;0;0;0;4.7;21.05;12.2;-107.7587
"35A58";"old";"alpes";995607;1883083;1979;630;7.309254606;16.63718593;0;0;0;0;0;4.65;21.1;12.15;-126.3843
"35A59";"old";"alpes";1008384;1883896;1979;1070;8.055025126;19.70072585;0;0;0;0;0;5.45;21.6;12.8;-135.4512
"35A60";"old";"alpes";995834;1883320;1979;690;7.104271357;23.45968975;0;0;0;0;0;4.65;21.1;12.15;-126.3843
"35A61";"old";"alpes";1013004;1895902;1979;950;7.544824121;17.55847419;0;0;0;0;0;4.7;21.05;12.2;-107.7587
"35A62";"old";"alpes";1004538;1873393;1979;245;7.547209733;18.41624791;0;0;0;0;0;8.1;22.85;14.65;-130.0402
"35A63";"old";"alpes";1006741;1884347;1979;1050;8.007389891;22.65862647;0;0;0;0;0;5.35;21.7;12.8;-125.9058
"35A65";"old";"alpes";1006741;1884347;1979;1060;6.641170971;16.06429584;1;0;0;0;0;5.35;21.7;12.8;-125.9058
"35A66";"old";"alpes";992100;1888883;1979;1100;7.378994975;18.56030151;0;0;0;0;0;4.55;21.2;12.4;-128.044
"35A67";"old";"alpes";1012117;1884807;1979;750;7.295258343;13.82113269;1;0;0;0;0;6.35;22.1;13.5;-120.9185
"35A68";"old";"alpes";1007819;1887650;1979;900;7.426947236;17.82308602;0;0;0;0;0;4.4;20.85;12.05;-111.5951
"35A69";"old";"alpes";987190;1880889;1979;580;7.527925341;16.46571568;0;0;0;0;0;5.25;21.85;13.05;-112.8197
"35A7";"old";"alpes";954178;1863910;1979;740;7.973248596;19.20854271;0;0;0;0;0;4.75;20.65;11.95;-127.0264
"35A70";"old";"alpes";1012026;1893608;1979;940;7.218460725;18.70538406;1;0;0;0;0;4.35;20.6;11.8;-109.0169
"35A71";"old";"alpes";1013004;1895902;1979;1050;6.956407035;20.0537984;0;0;0;0;0;4.7;21.05;12.2;-107.7587
"35A73";"old";"alpes";992181;1884987;1979;510;6.958710218;14.12201005;1;0;0;0;0;5.35;21.8;13;-114.3883
"35A75";"old";"alpes";1009797;1886997;1979;680;7.800103458;15.50636516;0;0;0;0;0;5.7;21.95;13.2;-108.35
"35A76";"old";"alpes";989128;1879559;1979;320;7.308241206;13.96859296;0;0;0;0;0;5.5;22.15;13.25;-111.1772
"35A8";"old";"alpes";949066;1859838;1979;660;7.469490309;19.43662758;0;0;0;0;0;4.65;20.45;11.75;-127.6756
"35A81";"old";"alpes";899012;1875100;1979;650;7.693557071;18.45226131;0;0;0;0;0;3.35;20.9;11.5;-119.3407
"35A82";"old";"alpes";973875;1890451;1979;860;7.381640345;15.48350448;0;0;0;0;0;3.15;21.45;12.05;-117.6385
"35A83";"old";"alpes";930603;1875671;1979;655;7.622249177;17.16378187;0;0;0;0;0;1.8;18.1;9.35;-105.9499
"35A84";"old";"alpes";952628;1865607;1979;900;7.555366116;17.8040201;0;0;0;0;0;3.55;19.35;10.65;-113.844
"35A85";"old";"alpes";957206;1891825;1979;900;7.67839196;16.55075377;0;0;0;0;0;2.1;20.25;11.1;-98.73137
"35A89";"old";"alpes";949020;1891367;1979;810;7.759438217;17.68997767;0;0;0;0;0;0.8;18.35;9.45;-81.74431
"35A90";"old";"alpes";928419;1878899;1979;950;7.571356784;17.40510244;0;0;0;0;0;0.6;17.05;8.1;-93.99774
"35A91";"old";"alpes";947533;1881815;1979;1125;7.632517426;17.12376698;0;0;0;0;0;-0.15;16.3;7.7;-78.22102
"35A92";"old";"alpes";813996;1966130;1979;400;7.170295924;20.28462312;0;0;0;0;0;2.85;20.4;11.15;-98.37469
"35A93";"old";"alpes";906368;1859747;1979;540;7.905778894;13.14285714;0;0;0;0;0;4.1;20.55;11.7;-124.1677
"35A94";"old";"alpes";938191;1884650;1979;880;7.644367672;18.59958885;0;0;0;0;0;0.55;17.3;8.55;-93.15004
"35A95";"old";"alpes";937570;1875147;1979;1000;7.705125628;29.66683417;0;0;0;0;0;1.4;17.9;9.05;-99.65923
"35A96";"old";"alpes";895553;1898991;1979;650;7.973921331;23.83548176;0;0;0;0;0;3.3;21.05;11.6;-99.02002
"35A97";"old";"alpes";910728;1900835;1979;800;7.661938726;18.62203877;0;0;0;0;0;1.65;19.2;9.95;-111.4636
"35A98";"old";"alpes";910728;1900835;1979;850;7.954974874;20.05485762;0;0;0;0;0;1.65;19.2;9.95;-111.4636
"35A99";"old";"alpes";935704;1896548;1979;1270;7.872958543;19.91080402;0;0;1;0;0;-0.35;17.15;8.15;-97.91823
"35E1";"old";"alpes";964921;1934937;1984;2040;6.229720029;23.68140704;0;0;1;0;0;-2.5;14.65;5.3;-87.90758
"35E10";"old";"alpes";957028;1931697;1984;2320;5.675376884;22.05360134;0;0;1;0;1;-3.75;12.8;3.75;-56.49886
"35E11";"old";"alpes";963132;1934053;1984;2000;6.284338358;24.6321608;0;0;1;0;1;-1.8;15.35;6.2;-80.68246
"35E12";"old";"alpes";963219;1933947;1984;2080;5.701633166;30.98492462;0;0;1;0;1;-1.8;15.35;6.2;-79.72858
"35E13";"old";"alpes";967009;1922470;1984;2080;6.417922948;14.99497487;0;0;1;0;1;-0.85;15.05;6.35;-72.33897
"35E14";"old";"alpes";962949;1922011;1984;2090;6.252093802;29.32830821;0;0;1;0;1;-2.35;13.25;4.7;-60.27962
"35E15";"old";"alpes";960278;1935002;1984;2050;6.57638191;29.32830821;0;0;1;0;1;-3.15;13.75;4.6;-76.702
"35E16";"old";"alpes";968015;1928545;1984;2060;6.896984925;21.00921273;0;0;1;0;0;-1.05;15.7;6.7;-97.84871
"35E17";"old";"alpes";966462;1930459;1984;2080;6.323492462;17.8400335;0;0;1;0;1;-0.55;16.2;7.3;-94.80011
"35E18";"old";"alpes";957054;1931253;1984;2080;7.488442211;22.71984925;0;0;1;0;0;-3.75;12.65;3.65;-56.49886
